,Landing Page,Date,Source,Country,Device,Users,New Users,Sessions,Bounce Rate,Pages/Session,Avg. Session Duration,Total Events,type,keyword
157,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-05-28,google,Vietnam,desktop,1,0,1,0.0,2.0,1.7e-08,0,Others,Others
158,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-05-28,website,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,Others,Others
159,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-05-29,website,Vietnam,desktop,1,0,2,50.0,1.5,1.2500000000000002e-07,2,Others,Others
160,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-05-30,(direct),Singapore,desktop,1,1,1,100.0,1.0,0.0,0,Others,Others
161,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-05-30,google,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,Others,Others
162,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-05-30,website,Vietnam,desktop,1,0,1,0.0,1.0,2e-09,1,Others,Others
163,/discos-smart-bogo-cart-upsell?st_source=autocomplete,2022-06-01,google,Vietnam,desktop,1,0,2,50.0,1.5,4e-09,0,Others,Others
164,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0_us18ctBu71s8xDyCkAePAL-S7lCDBDe8zhMjDZKfWOz-Z1BjwDQm7nE,2022-05-06,facebook.com,Indonesia,desktop,1,1,1,100.0,1.0,0.0,0,Others,Others
165,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0aCF27ZjIGU7sN3XSXcTcqD9jbwLVnkUALQsY2QTUcvvx0auficiGV_DY,2022-05-06,m.facebook.com,Belgium,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
166,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0aEFsezezU9-a3wIaZ5SJflqQtoSAkOUm4w_3R8SFgq2O1jJ1hLhHnskQ,2022-05-14,facebook.com,United States,desktop,1,0,1,100.0,1.0,0.0,0,Others,Others
167,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0aKozuhXimkk5CGHFUa9U0RoXjQzMQX548CyVsADQxSa-EHiQV0HSfuzQ,2022-05-09,l.facebook.com,Australia,desktop,1,1,1,100.0,1.0,0.0,0,Others,Others
168,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0gUdk1kKaXYCIm_Zy7guMH-9DcK-mwSb93Um6UYXANairkjXXi-B0HGrA,2022-05-06,m.facebook.com,Vietnam,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
169,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0JrTmZpgX53f9lsnCHMahR2vEV9Mwg6Iayqs7arkppcy0Q0g6FT4s3tUY,2022-05-08,m.facebook.com,Finland,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
170,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR0qcyevN38uX6VHB7rCwYXyNVgldC5OBC1WNCA7cHScr32xc0SPxcR2yvo,2022-05-10,l.facebook.com,India,desktop,1,0,1,100.0,1.0,0.0,0,Others,Others
171,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR1853vJ54DJBMIP2u-ycfLgpEvq4BhaLRgMF7ra-WQfk8ZVjacryTm2yco,2022-05-18,m.facebook.com,Egypt,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
172,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR1ccw9wZHxHBecHbu9OKSlSgMU8YlybKqrra11VUqUHsevrQwp6ZobtQUU,2022-05-08,m.facebook.com,United Kingdom,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
173,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR1V79KMQeWB5Jef4WZdEYI7kFOkfSlh-Zvuh7ViosmRkHtSg_5vesTgJBU,2022-05-08,m.facebook.com,United States,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
174,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR2tDdRJtSZ5cvb5W1PqLkpy5GVYPZoIbCOguMs6qMlABDUblmJmYkqVIY4,2022-05-06,m.facebook.com,Egypt,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
175,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR3mqL7j6W9dHEp3DzzQvqVD5fGggAR9dmRqgrXAhOgAodZhhybv7TzH9sU,2022-05-06,m.facebook.com,Vietnam,mobile,1,1,1,100.0,1.0,0.0,0,Others,Others
176,/discos-smart-bogo-cart-upsell?st_source=autocomplete&fbclid=IwAR3ro1RO-A-yT4z27PH5eRByoSX__ipwbfIpOTjK-IW51Lu9EnDPBQqx5hM,2022-05-06,l.facebook.com,India,desktop,1,0,1,100.0,1.0,0.0,0,Others,Others
177,/discos-smart-bogo-cart-upsell?st_source=email_EF3-5-1,2022-05-13,getresponse,Vietnam,desktop,1,0,1,0.0,9.0,1.263e-06,0,Others,Others
178,/discos-smart-bogo-cart-upsell?st_source=email_EP5-1-1,2022-05-11,getresponse,Vietnam,desktop,1,0,1,0.0,7.0,1.9540000000000003e-06,0,Others,Others
179,/discos-smart-bogo-cart-upsell?st_source=email_EP5-1-1,2022-05-13,(direct),United States,desktop,3,3,3,100.0,1.0,0.0,0,Others,Others
180,/discos-smart-bogo-cart-upsell?surface_detail=all&surface_inter_position=2&surface_intra_position=10&surface_type=category,2022-05-05,landing page,India,desktop,1,0,1,0.0,2.0,3.22e-07,0,category,Others
181,/discos-smart-bogo-cart-upsell?surface_detail=all&surface_inter_position=3&surface_intra_position=24&surface_type=category,2022-05-10,(direct),India,desktop,1,1,1,100.0,1.0,0.0,0,category,Others
182,/discos-smart-bogo-cart-upsell?surface_detail=all&surface_inter_position=9&surface_intra_position=9&surface_type=category,2022-05-25,(direct),Bangladesh,desktop,1,1,1,100.0,1.0,0.0,0,category,Others
183,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=11&surface_type=search,2022-05-16,(direct),United States,desktop,1,1,2,100.0,1.0,0.0,0,search,bogo
184,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-16,google,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
185,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-17,(direct),Philippines,desktop,1,1,1,0.0,1.0,2.4000000000000003e-08,1,search,bogo
186,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-25,slack_partner_leauge,New Zealand,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
187,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-30,(direct),Australia,desktop,1,1,1,100.0,1.0,0.0,0,search,bogo
188,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-26,(direct),United States,mobile,1,1,1,0.0,1.0,3.2e-08,1,search,Bogo
189,/discos-smart-bogo-cart-upsell?surface_detail=BOGO&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-06-01,(direct),Saudi Arabia,desktop,1,1,1,100.0,1.0,0.0,0,search,BOGO
190,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-05-13,google,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
191,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-05-16,(direct),India,desktop,1,1,1,0.0,1.0,1.1000000000000001e-08,1,search,bogo
192,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-06-01,(direct),Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
193,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-05-11,(direct),Vietnam,mobile,1,1,1,100.0,1.0,0.0,0,search,Bogo
194,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-05-12,(direct),Indonesia,mobile,1,1,1,100.0,1.0,0.0,0,search,Bogo
195,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-05-12,(direct),Vietnam,mobile,1,0,2,100.0,1.0,0.0,0,search,Bogo
196,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=13&surface_type=search,2022-05-13,(direct),Vietnam,mobile,1,1,1,100.0,1.0,0.0,0,search,Bogo
197,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=14&surface_type=search,2022-05-12,(direct),Indonesia,desktop,1,1,1,0.0,1.0,3.9000000000000005e-08,1,search,bogo
198,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=14&surface_type=search,2022-05-16,google,Vietnam,desktop,1,0,1,0.0,8.0,3.4500000000000003e-07,5,search,bogo
199,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=14&surface_type=search,2022-05-17,l.facebook.com,Latvia,desktop,1,0,1,0.0,3.0,2.4050000000000003e-06,3,search,bogo
200,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=14&surface_type=search,2022-05-17,l.facebook.com,Turkey,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
201,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=14&surface_type=search,2022-05-25,website,United States,desktop,1,0,1,0.0,1.0,2.3e-08,1,search,bogo
202,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-13,getresponse,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
203,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-14,google,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
204,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-26,(direct),Hong Kong,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
205,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-26,(direct),Mexico,desktop,1,1,1,0.0,1.0,4.1e-08,1,search,bogo
206,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-27,(direct),Singapore,desktop,1,1,1,0.0,1.0,1.732e-06,1,search,bogo
207,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-27,website,India,desktop,1,0,1,0.0,1.0,2.7e-08,1,search,bogo
208,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-27,website,Vietnam,desktop,1,0,2,100.0,1.0,0.0,0,search,bogo
209,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-28,website,India,desktop,1,0,1,0.0,1.0,2.0700000000000001e-07,1,search,bogo
210,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-29,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,search,bogo
211,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-30,website,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
212,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-31,(direct),Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
213,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-31,landing page,Vietnam,desktop,1,0,1,0.0,6.0,2.0610000000000003e-06,0,search,bogo
214,/discos-smart-bogo-cart-upsell?surface_detail=BOGO&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-28,(direct),Panama,desktop,1,1,1,0.0,1.0,3.6000000000000005e-08,1,search,BOGO
215,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-11,(direct),Vietnam,desktop,1,0,2,50.0,2.5,9.26e-07,0,search,bogo
216,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-12,admin,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
217,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-12,google,Vietnam,desktop,1,0,1,0.0,2.0,4.3800000000000003e-07,0,search,bogo
218,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-10,(direct),Vietnam,mobile,1,0,1,100.0,1.0,0.0,0,search,Bogo
219,/discos-smart-bogo-cart-upsell?surface_detail=Bogo&surface_inter_position=1&surface_intra_position=16&surface_type=search&fbclid=IwAR3Mi_7zhI43ahWnVgiGtCVr6ShpUrdlSp1EhYz8SzdGoCW_zS0JpE3PDkI,2022-05-10,l.facebook.com,Vietnam,desktop,1,0,1,0.0,2.0,5.1e-08,0,search&fbclid,Bogo
220,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=18&surface_type=search,2022-05-11,(direct),Vietnam,desktop,1,1,1,100.0,1.0,0.0,0,search,bogo
221,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=19&surface_type=search,2022-05-10,(direct),Vietnam,desktop,1,0,4,100.0,1.0,0.0,0,search,bogo
222,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=19&surface_type=search,2022-05-11,(direct),United States,desktop,2,1,2,50.0,1.0,2.15e-07,1,search,bogo
223,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=1&surface_intra_position=20&surface_type=search,2022-05-10,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,search,bogo
224,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=2&surface_intra_position=4&surface_type=search,2022-05-05,(direct),Vietnam,desktop,1,0,2,100.0,1.0,0.0,0,search,bogo
225,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=2&surface_intra_position=7&surface_type=search,2022-05-05,getresponse,Vietnam,desktop,1,0,1,0.0,2.0,4.54e-07,0,search,bogo
226,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=2&surface_intra_position=7&surface_type=search,2022-05-06,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,search,bogo
227,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=2&surface_intra_position=7&surface_type=search,2022-05-06,(direct),Vietnam,desktop,2,1,2,100.0,1.0,0.0,0,search,bogo
228,/discos-smart-bogo-cart-upsell?surface_detail=bogo&surface_inter_position=2&surface_intra_position=7&surface_type=search,2022-05-08,(direct),Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo
229,/discos-smart-bogo-cart-upsell?surface_detail=bogo+offer&surface_inter_position=1&surface_intra_position=26&surface_type=search,2022-05-14,facebook.com,United States,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo offer
230,/discos-smart-bogo-cart-upsell?surface_detail=bogo+sales&surface_inter_position=4&surface_intra_position=23&surface_type=search,2022-05-06,(direct),United States,desktop,1,0,1,100.0,1.0,0.0,0,search,bogo sales
231,/discos-smart-bogo-cart-upsell?surface_detail=bogof&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-09,google,United Kingdom,desktop,1,0,1,0.0,1.0,1.9400000000000002e-07,1,search,bogof
232,/discos-smart-bogo-cart-upsell?surface_detail=bogof&surface_inter_position=1&surface_intra_position=9&surface_type=search,2022-05-17,(direct),United Kingdom,desktop,1,1,1,0.0,2.0,1.17e-07,0,search,bogof
233,/discos-smart-bogo-cart-upsell?surface_detail=boyo&surface_inter_position=1&surface_intra_position=5&surface_type=search,2022-05-11,admin,New Zealand,desktop,1,0,1,0.0,1.0,2.3e-08,1,search,boyo
234,/discos-smart-bogo-cart-upsell?surface_detail=buy+one+get+one&surface_inter_position=2&surface_intra_position=9&surface_type=search,2022-05-30,(direct),India,desktop,1,1,1,0.0,1.0,5.3000000000000005e-08,1,search,buy one get one
235,/discos-smart-bogo-cart-upsell?surface_detail=buy+one+get+one+$&surface_inter_position=2&surface_intra_position=26&surface_type=search,2022-05-08,(direct),United States,desktop,1,1,1,0.0,1.0,1.2000000000000002e-08,1,search,buy one get one $
236,/discos-smart-bogo-cart-upsell?surface_detail=buy+x&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-18,(direct),Faroe Islands,desktop,1,1,1,100.0,1.0,0.0,0,search,buy x
237,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-14,(direct),Turkey,desktop,1,1,1,100.0,1.0,0.0,0,search,buy x get y
238,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-17,l.facebook.com,United States,desktop,1,0,1,100.0,1.0,0.0,0,search,buy x get y
239,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-18,admin,Philippines,desktop,1,0,1,0.0,1.0,4.2700000000000005e-07,1,search,buy x get y
240,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-18,admin,United States,desktop,1,0,1,100.0,1.0,0.0,0,search,buy x get y
241,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-25,slack_partner_leauge,United States,desktop,1,0,1,0.0,1.0,5e-09,1,search,buy x get y
242,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-25,website,Philippines,desktop,1,0,1,0.0,1.0,1.9e-08,1,search,buy x get y
243,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-26,(direct),Tunisia,desktop,1,1,1,100.0,1.0,0.0,0,search,buy x get y
244,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-26,(direct),United Kingdom,desktop,1,1,1,0.0,2.0,1.7240000000000001e-06,0,search,buy x get y
245,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-26,(direct),United States,desktop,1,1,1,0.0,1.0,4.5000000000000006e-08,1,search,buy x get y
246,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=10&surface_type=search,2022-05-26,website,United States,desktop,1,0,1,0.0,2.0,2.0000000000000002e-07,0,search,buy x get y
247,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-10,(direct),Australia,desktop,1,1,1,100.0,1.0,0.0,0,search,buy x get y
248,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=12&surface_type=search,2022-05-10,l.facebook.com,United States,desktop,1,0,1,100.0,1.0,0.0,0,search,buy x get y
249,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=21&surface_type=search,2022-05-05,(direct),India,desktop,1,1,1,100.0,1.0,0.0,0,search,buy x get y
250,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=21&surface_type=search,2022-05-05,(direct),Myanmar (Burma),desktop,1,1,1,0.0,1.0,1.8000000000000002e-08,1,search,buy x get y
251,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=6&surface_type=search,2022-05-16,(direct),India,desktop,1,1,1,0.0,1.0,2.3e-08,1,search,buy x get y
252,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=7&surface_type=search,2022-05-16,admin,India,desktop,1,0,1,100.0,1.0,0.0,0,search,buy x get y
253,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=7&surface_type=search,2022-05-28,(direct),Canada,desktop,1,1,1,100.0,1.0,0.0,0,search,buy x get y
254,/discos-smart-bogo-cart-upsell?surface_detail=buy+x+get+y&surface_inter_position=1&surface_intra_position=8&surface_type=search,2022-05-11,(direct),Canada,desktop,1,1,1,0.0,2.0,3.44e-07,0,search,buy x get y
255,/discos-smart-bogo-cart-upsell?surface_detail=cart+drawer&surface_inter_position=7&surface_intra_position=17&surface_type=search,2022-05-18,(direct),India,desktop,1,1,1,100.0,1.0,0.0,0,search,cart drawer
256,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=15&surface_type=search,2022-05-16,(direct),China,desktop,1,1,1,100.0,1.0,0.0,0,search,cart upsell
257,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-16,(direct),Ukraine,desktop,1,1,1,0.0,1.0,5e-09,1,search,cart upsell
258,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-27,website,Canada,desktop,1,0,1,100.0,1.0,0.0,0,search,cart upsell
259,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-28,website,United States,desktop,1,0,1,100.0,1.0,0.0,0,search,cart upsell
260,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=16&surface_type=search,2022-05-31,landing page,India,desktop,1,0,1,100.0,1.0,0.0,0,search,cart upsell
261,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=17&surface_type=search,2022-05-18,(direct),Canada,desktop,1,1,1,100.0,1.0,0.0,0,search,cart upsell
262,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=17&surface_type=search,2022-06-01,landing page,Bangladesh,desktop,1,0,1,0.0,6.0,4.28e-07,3,search,cart upsell
263,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=18&surface_type=search,2022-05-27,website,India,desktop,1,0,1,100.0,1.0,0.0,0,search,cart upsell
264,/discos-smart-bogo-cart-upsell?surface_detail=cart+upsell&surface_inter_position=1&surface_intra_position=19&surface_type=search,2022-05-13,admin,Philippines,desktop,1,0,1,100.0,1.0,0.0,0,search,cart upsell
265,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling-upselling-and-cross-selling&surface_inter_position=5&surface_intra_position=23&surface_type=category,2022-05-19,(direct),Philippines,desktop,1,1,1,100.0,1.0,0.0,0,category,Others
266,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=1&surface_intra_position=12&surface_type=subcategory,2022-05-17,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,subcategory,Others
267,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=1&surface_intra_position=3&surface_type=subcategory,2022-05-11,(direct),India,desktop,1,1,1,100.0,1.0,0.0,0,subcategory,Others
268,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=4&surface_intra_position=2&surface_type=category,2022-05-08,admin,United States,desktop,1,0,1,100.0,1.0,0.0,0,category,Others
269,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=8&surface_intra_position=1&surface_type=home,2022-05-14,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,home,Others
270,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=8&surface_intra_position=1&surface_type=home,2022-05-17,(direct),Malaysia,mobile,1,1,1,100.0,1.0,0.0,0,home,Others
271,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=8&surface_intra_position=2&surface_type=home,2022-05-16,admin,United States,desktop,1,0,1,100.0,1.0,0.0,0,home,Others
272,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=8&surface_intra_position=4&surface_type=home,2022-05-06,(direct),United States,mobile,1,1,1,100.0,1.0,0.0,0,home,Others
273,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=8&surface_intra_position=5&surface_type=home,2022-05-13,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,home,Others
274,/discos-smart-bogo-cart-upsell?surface_detail=conversion-upselling-and-cross-selling&surface_inter_position=8&surface_intra_position=5&surface_type=home,2022-05-18,(direct),Bangladesh,desktop,1,1,1,0.0,1.0,1.3900000000000001e-07,1,home,Others
275,/discos-smart-bogo-cart-upsell?surface_detail=conversion&surface_inter_position=1&surface_intra_position=17&surface_type=collection,2022-05-06,(direct),Lithuania,desktop,1,1,1,0.0,1.0,2.4000000000000003e-08,1,collection,Others
276,/discos-smart-bogo-cart-upsell?surface_detail=discord&surface_inter_position=1&surface_intra_position=11&surface_type=search,2022-05-14,(direct),United States,desktop,1,1,1,100.0,1.0,0.0,0,search,discord
277,/discos-smart-bogo-cart-upsell?surface_detail=DISCOS:+Smart+BOGO+Cart+Upsell&surface_inter_position=1&surface_intra_position=4&surface_type=search,2022-05-09,(direct),Ireland,desktop,1,1,1,100.0,1.0,0.0,0,search,DISCOS: Smart BOGO Cart Upsell
278,/discos-smart-bogo-cart-upsell?surface_detail=discos&surface_inter_position=1&surface_intra_position=3&surface_type=search,2022-05-26,getresponse,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,discos
279,/discos-smart-bogo-cart-upsell?surface_detail=discos&surface_inter_position=1&surface_intra_position=3&surface_type=search,2022-05-27,getresponse,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,discos
280,/discos-smart-bogo-cart-upsell?surface_detail=discos&surface_inter_position=1&surface_intra_position=4&surface_type=search,2022-05-12,getresponse,Vietnam,desktop,1,0,1,0.0,4.0,7.310000000000001e-07,0,search,discos
281,/discos-smart-bogo-cart-upsell?surface_detail=discos&surface_inter_position=1&surface_intra_position=4&surface_type=search,2022-05-13,admin,Vietnam,desktop,1,0,1,100.0,1.0,0.0,0,search,discos
282,/discos-smart-bogo-cart-upsell?surface_detail=discos&surface_inter_position=1&surface_intra_position=4&surface_type=search,2022-05-17,admin,Vietnam,desktop,1,0,1,0.0,2.0,4.2000000000000006e-08,0,search,discos
